Geography,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctBachDeg25_Over,PctUnemployed16_Over,PctMarriedHouseholds,BirthRate
"Merrick County, Nebraska",163.6,448.8,50893,7787,10.4,43.3,45.2,2.28,12.1,5.2,55.93984962,4.215304799
"Morrill County, Nebraska",131.6,444.6,46961,4854,14,41.1,41.7,2.38,13.6,4,49.67188289,5.760869565
"Nance County, Nebraska",141.8,395.7,48535,3595,11.7,44.2,48.1,2.25,10.9,3.2,54.32816537,7.391304348
"Nemaha County, Nebraska",164.7,398.7,49162,7046,13.6,36.8,41.4,2.31,20.4,8,52.86757039,8.91959799
"Nuckolls County, Nebraska",154.3,431.1,43249,4329,13.4,48,50.9,2.08,11.2,2.9,53.38491296,7.142857143
"Otoe County, Nebraska",149.1,410.1,51527,15984,10,39.6,43.8,2.41,15.1,4.6,52.75321855,8.147459727
"Pawnee County, Nebraska",171.1,425,42977,2659,12.2,46.9,50.9,2.13,10.8,4.6,54.32196669,1.111111111
"Perkins County, Nebraska",147.5,327.2,56080,2944,10.4,41.6,45.6,2.32,13.5,1.7,62.42960579,6.593406593
"Phelps County, Nebraska",173.5,409.2,54137,9296,9.5,40.1,44.6,2.4,16.9,1.7,57.53755365,2.548476454
"Pierce County, Nebraska",159.5,426.4,53489,7208,10,39.8,42.9,2.4,15.9,4.7,59.31972789,9.160305344
"Platte County, Nebraska",155.1,424.5,61768,32847,8.4,35.9,39.8,2.53,13.7,4.5,55.17431337,5.33869116
"Polk County, Nebraska",187.7,417.6,58162,5202,8,44.6,46.3,2.37,14.7,1.9,60.07342818,7.071713147
"Red Willow County, Nebraska",172.7,428.4,43842,10829,11.7,38.8,43.8,2.27,12.9,4.1,55.04192647,2.843394576
"Richardson County, Nebraska",192.2,444,44282,8094,14.4,46.1,48.1,2.14,15.1,3.4,51.82132412,6.961613533
"Rock County, Nebraska",187.3,502.1,46051,1381,15,49.8,53.4,1.94,14.1,1.7,52.60869565,3.361344538
"Saline County, Nebraska",181.9,529,51805,14282,10.1,35.5,37.8,2.61,8.1,3.4,53.87931034,3.0621435
"Sarpy County, Nebraska",169.9,463.5,74008,175692,5.3,32.7,34.6,2.71,24.2,4.4,59.17428972,7.30321114
"Saunders County, Nebraska",176.2,428.6,61961,21016,8.2,40.6,42.4,2.56,16.1,3.5,59.45375543,6.021555764
"Scotts Bluff County, Nebraska",160.2,419.7,47194,36261,15.6,37.7,39.5,2.42,14.5,5.5,48.13283633,6.311958841
"Davidson County, Tennessee",190.8,472.2,48195,678889,19.9,33.5,34.9,2.41,23.6,7.2,37.31146697,5.788303646
"Decatur County, Tennessee",212.3,431.5,37417,11660,19.9,44.2,46.1,2.3,7.5,10.1,50.74327039,4.422498927
"DeKalb County, Tennessee",202.8,422.5,38595,19182,20.1,39.4,43.4,2.7,9.3,7.6,51.71965318,6.303030303
"Dickson County, Tennessee",199.1,497.9,45914,51487,14.3,38.5,40.9,2.69,9.3,7.5,54.88790688,4.968421053
"Dyer County, Tennessee",185.6,408,43425,37893,19.6,39.2,42,2.51,11.6,6.6,50.38510482,6.483677849
"Fayette County, Tennessee",174.7,471.4,56573,39165,14.7,42.7,44.8,2.58,15.9,8.5,58.14360771,5.28264626
"Fentress County, Tennessee",230.9,496.6,30299,17917,28.1,42.7,45.2,2.43,7,10.4,51.01314348,5.124835742
"Franklin County, Tennessee",180.5,465.4,43851,41449,16.5,39.7,42.5,2.4,11.6,9.5,52.9812293,5.292111343
"Gibson County, Tennessee",214.7,460.4,37498,49399,19.5,39.1,41.3,2.49,10.3,9.5,48.65545786,4.845775592
"Giles County, Tennessee",199.9,469.4,41326,28946,16.9,41.5,44,2.49,9.7,9.9,51.85447464,4.447587616
"Grainger County, Tennessee",211,496,35704,22846,21.9,42.4,45,2.52,7.6,9.5,57.94235925,3.497356649
"Greene County, Tennessee",194.7,469.7,36740,68580,17.7,42.2,44.9,2.38,9.8,8.7,51.19917323,3.90120498
"Grundy County, Tennessee",218.9,460.3,28086,13441,26.1,41.4,44.4,2.55,6.7,10.2,46.88756943,5.094207955
"Hamblen County, Tennessee",197.9,489.4,37410,63402,23.4,39,41.5,2.54,10,10.1,49.59542297,5.325701036
"Hamilton County, Tennessee",172.9,470.9,48380,354098,15.9,37.8,40.9,2.48,18.2,8,47.00812066,5.342350159
"Hancock County, Tennessee",230.9,483.5,27323,6572,29.5,43.4,45,2.35,7.3,12.1,47.56717502,8.014184397
"Hardeman County, Tennessee",213.7,480.3,35321,25707,25.3,37.6,42.8,2.59,5.7,18.7,44.23715234,4.627249357
"Hardin County, Tennessee",185.9,456.8,36285,25756,21.7,43.7,45.9,2.58,7.6,13.9,52.91257218,4.906586148
"Hawkins County, Tennessee",211.8,500.6,39506,56471,19.6,42.3,44.5,2.42,8.8,10,50.25251435,4.203166439
"Haywood County, Tennessee",183.7,457.4,35470,18023,24.7,37.3,41.4,2.57,7.2,10.5,42.75114155,4.488542405
"Henderson County, Tennessee",204.5,467.1,39303,28015,19.1,39.1,41.6,2.57,8.4,9.4,50.04163197,4.405016825
"Henry County, Tennessee",219.1,479.3,37151,32147,20.5,43.7,46,2.36,8.5,9.7,51.26568184,4.382650748
"Hickman County, Tennessee",213.5,509.6,37443,24363,20.2,39.5,42.1,2.6,6.6,8.6,52.0583875,6.558627264
"Houston County, Tennessee",219,457,39753,8149,19.1,41.3,43.8,2.49,8.4,8.1,54.88142901,3.771361226
"Humphreys County, Tennessee",222.6,527.3,42837,18135,17.6,41.3,42.8,2.53,8.9,8.9,54.126895,5.078225186
"Jackson County, Tennessee",196.5,449.1,35379,11509,23.4,44.9,46.5,2.49,5.1,14.5,50.34208784,3.981937603
"Jefferson County, Tennessee",185.3,484,41235,53240,17.8,41.1,44.2,2.58,9.6,9.1,55.6176635,4.075765263
"Johnson County, Tennessee",211.3,414.7,31330,17830,26.4,43,47.5,2.29,6.1,9,55.01498074,5.253623188
"Knox County, Tennessee",181.6,484.4,47199,451324,17.7,35.9,38.7,2.39,21,6.5,46.71082117,4.759828048
"Lake County, Tennessee",247.6,413.7,28524,7576,41.9,38.8,45,2.38,5.9,10.1,43.73804971,4.662698413
"Lauderdale County, Tennessee",218.3,484.4,33595,26936,24.8,35.2,39.3,2.5,5.8,13.4,41.51020408,5.484147386
"Lawrence County, Tennessee",187.3,438.8,34614,42564,21.8,38.7,41.4,2.59,7.8,10.8,54.03626428,7.666385847
"Lewis County, Tennessee",217.1,538.7,36255,11854,20.3,41,46.2,2.49,8.4,7.7,54.15959253,4.558176729
"Lincoln County, Tennessee",193,421.9,41802,33743,16.5,41,44.5,2.43,11.3,7.6,49.4429786,6.664803689
"Loudon County, Tennessee",170.6,467.4,53945,51130,13.6,45.4,47.4,2.49,15.7,8.9,61.11249938,4.243210863
"McMinn County, Tennessee",195.9,447.5,39528,52639,17.4,42.2,43.1,2.58,9.8,9.3,53.20852938,4.451140766
"McNairy County, Tennessee",210.7,433.7,34882,26066,23.5,41.1,44.1,2.61,7.8,14.9,51.1041329,3.799063738
"Macon County, Tennessee",211.2,531.4,36886,23177,19.3,38.8,40.5,2.53,5.4,7.4,54.11020777,4.994346023
"Madison County, Tennessee",176.3,434,43113,97610,20.9,36.4,39,2.56,17,8.4,46.36348801,5.831783426
"Marion County, Tennessee",220.2,521.2,40766,28487,20.6,41.6,44.6,2.43,9.2,6.7,52.13882863,2.19816273
"Marshall County, Tennessee",216.9,490.5,42839,31552,15.5,38.7,40.5,2.57,10.4,8.4,52.44819519,3.440273038
"Maury County, Tennessee",187.4,450.4,51303,87757,15.5,37.4,40.2,2.55,13.2,7.7,50.00462036,5.317306713
"Meigs County, Tennessee",229.6,461.4,34801,11830,20.8,43.6,44.8,2.51,4.6,15,54.91341991,5.090180361
"Monroe County, Tennessee",207,482.9,37392,45771,20.6,41.6,44.2,2.6,8,12.5,59.51840865,6.564217382
"Montgomery County, Tennessee",195.4,446.6,50935,193479,13.9,29.5,31.1,2.76,16.6,9.7,53.62200682,6.724977636
"Moore County, Tennessee",137.3,408.9,50358,6322,12.5,44.8,46.1,2.55,12.2,6.5,60.35044825,0.702028081
"Morgan County, Tennessee",191.1,488.7,36390,21498,23.4,38.4,43.5,2.52,4,8.5,57.421981,3.724928367
"Obion County, Tennessee",215.6,455.6,40683,30639,20.8,41.2,42.9,2.42,10.3,11.2,50.49348599,4.063986165
"Overton County, Tennessee",220.1,470.1,35884,22129,18.9,41.3,43.3,2.45,8.2,7.7,59.12515462,3.83125269
"Perry County, Tennessee",198.4,492.4,33776,7929,23.6,41.6,45,2.4,8,9.5,49.0700558,9.322033898
"Pickett County, Tennessee",160,483.4,31996,5146,19.2,47.7,50.4,2.25,4.8,4.9,63.15789474,8.686210641
"Polk County, Tennessee",244,480.2,36643,16773,20.3,43.1,45,2.44,6.1,10.9,54.92957746,1.62069946
"Putnam County, Tennessee",189.2,442.4,37693,74553,20.8,33.8,38.5,2.38,15.4,8.4,46.05161334,3.640481715
"Rhea County, Tennessee",193.5,532.5,37952,32526,22,40,41.1,2.51,7.8,11.1,49.14308489,6.638495093
"Roane County, Tennessee",198.7,492.7,43269,52753,18,45.3,47,2.4,11.3,9.8,52.77562023,3.126436782
"Robertson County, Tennessee",187.2,496.6,52640,68570,13.4,37.4,39.3,2.7,11.8,8.4,57.6884055,5.976467659
"Rutherford County, Tennessee",177.6,450.4,53799,298612,14.7,31.9,33.8,2.76,21.4,6.8,53.0572913,4.947730667
"Scott County, Tennessee",255.9,535.4,31397,21950,24.5,37.8,39.5,2.61,4.6,14.1,49.54868215,5.677867903
"Sequatchie County, Tennessee",227.4,465.4,44111,14811,18.7,41.6,42.7,2.56,7.6,9,54.94211932,3.240589198
"Sevier County, Tennessee",185.2,493.9,39905,95946,17.7,40.8,43.7,2.52,10.4,7.4,52.99180216,6.406013616
"Shelby County, Tennessee",202.7,461.5,44015,938069,23,33.2,36.6,2.65,18.9,10.3,37.74393475,6.405574323
"Smith County, Tennessee",225.1,486.5,43659,19295,15,40.6,42.7,2.53,6.2,5.2,57.31479005,3.646563815
"Stewart County, Tennessee",230.1,514.7,41590,13259,17.5,42.9,44,2.57,8.1,10.1,57.02592087,2.998236332
"Sullivan County, Tennessee",187.2,472.8,38840,156791,18.5,43.2,45.6,2.32,13.6,8.2,50.28831243,4.794040316
"Sumner County, Tennessee",162.5,470.6,58291,175989,11.3,38.3,40.4,2.7,16.5,6,56.95154185,5.056955471
"Tipton County, Tennessee",208.4,484.6,52339,61870,15.4,36,38.1,2.82,9.6,10.6,54.51216686,6.760732914
"Trousdale County, Tennessee",217,462.6,40251,8042,17.5,37.4,42.4,2.65,6.6,10.5,52.050581,9.777777778
"Unicoi County, Tennessee",196.1,444.8,37632,17860,20.1,44.5,47.4,2.36,7.5,13.7,50.29617663,6.395035078
"Union County, Tennessee",221.3,526.2,37453,19119,22.6,40.5,41.9,2.59,6,9.5,54.80690222,3.464419476
"Van Buren County, Tennessee",174.1,468.4,34884,5677,20.6,45.1,47.4,2.61,7.5,11.2,56.03038936,4.545454545
"Warren County, Tennessee",209.6,453.3,36942,40435,19,38.7,40.4,2.51,8,8,47.4107656,6.99356005
"Washington County, Tennessee",176.7,451.1,43212,126302,16.7,39.5,40.1,2.29,18,6.2,47.87605912,4.081698817
"Wayne County, Tennessee",201.4,434.8,33573,16748,23.3,40.2,45.9,2.48,5.6,12.2,55.28741411,6.408629442
"Weakley County, Tennessee",205.4,443.1,36205,33960,21.5,35.1,39.4,2.32,13.6,11.2,49.54671736,5.005740528
"White County, Tennessee",203.7,459.9,35400,26521,21.9,40.9,43.7,2.65,7.5,10.5,55.07142123,5.225066196
"Williamson County, Tennessee",139,443.4,97936,211672,5.6,37.9,39.6,2.86,35.8,4.2,69.98906129,4.474464442
"Wilson County, Tennessee",179.2,463.3,60955,128911,10.1,39.1,40.9,2.72,19.9,6.5,58.3677686,4.280356467
"Anderson County, Texas",245.2,394.3,42471,57580,20.4,38.2,41.3,2.68,7.5,4.3,52.91270837,7.105682422
"Andrews County, Texas",182.2,401.3,66878,18105,10.7,30.3,33.9,3.05,8.8,3.9,62.7100073,10.78180889
"Angelina County, Texas",168.3,499.2,42128,88255,17.9,35.6,37.5,2.77,10.1,9.1,51.11663342,5.728131815
"Aransas County, Texas",194.6,433.4,44551,25350,17.5,48.3,50.1,2.46,12.5,6.8,55.79425738,8.072153326
"Archer County, Texas",138.8,289.2,58867,8715,9.4,43.1,45,2.6,16.6,3,65.25373134,3.583061889
"Armstrong County, Texas",213.4,435.7,55177,1947,11,43.4,47.5,2.63,16.1,1.1,67.92717087,2.949061662
"Atascosa County, Texas",169.1,387.6,52785,48435,16.9,34.5,36.6,3.04,9.3,6.5,53.23829981,5.556068297
"Austin County, Texas",160.1,398.2,58792,29563,11.2,40.2,41.2,2.59,14.4,6.2,58.69722776,4.630829016
"Bailey County, Texas",110.4,334.4,36821,7210,19.9,35.6,34.6,2.92,4.6,4.3,58.23578595,2.595628415
"Bandera County, Texas",140,388.9,50107,21269,13.5,51.7,51.4,2.45,15.4,4.8,56.63289918,6.419479801
"Bastrop County, Texas",181.8,415.6,52886,80527,14.7,38.3,39.2,2.94,12,9.8,55.77512375,4.583083383
"Baylor County, Texas",212.3,458.2,36027,3618,18.3,46.4,50,2.06,19.6,1.4,48.63609983,6.068601583
"Bee County, Texas",151.6,341,40680,32874,24.9,34.9,36.3,2.85,6.3,7,47.26089934,8.618283322
"Bell County, Texas",177.3,475.2,51048,334941,14.2,29,31.2,2.89,15.2,9.5,52.53632424,5.835105126
"Bexar County, Texas",157.2,399.2,50699,1897753,18.3,31.8,34.5,2.9,17.1,7.4,45.72944794,5.991129949
"Blanco County, Texas",154,372.8,57177,11004,12,47.8,49.2,2.55,19.7,6.4,60.61479347,3.865213082
"Bosque County, Texas",190.7,393.2,44397,17891,15,45.3,46.7,2.52,11.5,7.9,57.03671953,3.008595989
"Bowie County, Texas",184.8,427.6,41883,93389,20.1,36,39.6,2.63,11.9,8.5,47.41046585,7.433542774
"Brazoria County, Texas",169.3,429.3,73788,346312,9.9,35,35.8,2.85,18.5,5.4,56.55408408,6.533051164
"Brazos County, Texas",151.8,424.7,41641,215037,26.4,24.6,25.8,2.58,20.8,6.4,39.40534539,4.690848607
"Brewster County, Texas",160.4,387.7,40179,9145,13.8,42.1,42.1,2.27,22.8,4.9,40.9689441,1.812688822
"Brooks County, Texas",173.3,408,27875,7230,32.4,26.5,38.7,3.31,7.7,19.8,41.77884615,6.831489915
"Brown County, Texas",188.4,427.7,41316,37896,17.5,39.5,42,2.71,13.1,4.3,53.83226777,2.5472273
"Bienville Parish, Louisiana",224,508,33134,13786,27.4,40.6,43.4,2.35,7.1,10.1,40.16167871,7.939133311
"Bossier Parish, Louisiana",172.6,490.9,51138,125175,14.3,33.2,36.2,2.57,16.1,5.7,47.02387268,5.823193854
"Caddo Parish, Louisiana",199.4,492.8,39812,251460,24.1,34.8,38.4,2.55,15,7,37.397312,5.272379222
"Calcasieu Parish, Louisiana",192.2,490.4,45979,198788,18.4,34.8,37.4,2.55,14.4,8.3,46.04447395,6.064227035
"Caldwell Parish, Louisiana",200.1,467.6,36350,9993,23.3,36.8,43.5,2.48,6.4,10.2,46.0656592,2.079107505
"Cameron Parish, Louisiana",133.3,509.4,59300,6817,12.2,40.1,43.8,2.57,11.5,6.3,65.56748466,7.70252324
"Catahoula Parish, Louisiana",224.9,504.4,34116,10147,23.3,35.6,42.5,2.48,9.9,8.3,50.90715048,2.469135802
"Claiborne Parish, Louisiana",177.8,473.5,35385,16295,28.2,39.8,45.8,2.51,8.6,13.5,39.73000684,8.809020437
"Concordia Parish, Louisiana",216.1,480.4,31835,20142,30.9,35.5,41.2,2.33,8,11.7,41.18541033,2.773207991
"De Soto Parish, Louisiana",197.8,503.8,40642,27052,23.5,39.1,40.6,2.61,8.5,9.3,45.38266302,5.389797883
"East Baton Rouge Parish, Louisiana",178.8,487.1,46831,446753,18.4,31.7,34.7,2.57,21.6,7.6,38.79198202,4.474235159
"East Carroll Parish, Louisiana",250.7,512.7,25402,7307,43,32.1,36.8,2.26,6.6,19.2,28.8648245,4.305555556
"East Feliciana Parish, Louisiana",212.2,570.8,41651,19696,20.4,40.9,43.5,2.43,8.9,6.5,46.95113161,4.203655352
"Evangeline Parish, Louisiana",211.4,459.2,32615,33743,24.1,34.6,37.5,2.65,9.3,10.4,45.14806759,8.601712189
"Franklin Parish, Louisiana",140.5,479.6,32318,20410,29,35.8,40.6,2.54,6.4,11.5,42.81697684,5.698070375
"Grant Parish, Louisiana",222.7,482.7,40668,22343,22.8,37,39,2.63,6,9.2,50.20147284,3.728510828
"Iberia Parish, Louisiana",205.9,515.4,45226,74103,19.4,34.7,37.1,2.77,9,10.6,46.37692162,6.645642202
"Iberville Parish, Louisiana",225.1,586.2,47377,33095,19.9,36.3,40.1,2.61,8.9,7.9,41.8193191,4.869631902
"Jackson Parish, Louisiana",217.7,518.6,37130,15858,24.6,37.8,42.2,2.49,8.4,6.9,46.82013912,4.002444241
"Jefferson Parish, Louisiana",188.6,473.9,47024,436275,15.8,37.2,40.2,2.57,16.5,6.7,41.56296102,5.165714506
"Jefferson Davis Parish, Louisiana",208,499.6,37968,31439,21.7,35.7,40,2.65,9.7,9.2,45.89769997,7.155147691
"Lafayette Parish, Louisiana",182.9,487.3,51340,240098,15.1,33,35,2.55,20.8,6.3,43.47659981,5.986172971
"Lafourche Parish, Louisiana",198.7,467.5,47382,98325,17.6,35.6,37.6,2.68,10.2,7,51.08732299,4.817078346
"LaSalle Parish, Louisiana",209.6,464.8,44139,14974,18,37.4,42.1,2.46,8.6,6.3,53.6840209,5.144490314
"Lincoln Parish, Louisiana",205.7,436.3,32889,47774,29.7,26.2,28.6,2.56,20.8,11.9,37.25318889,4.279213153
"Livingston Parish, Louisiana",186.5,494.6,58818,137788,12.3,34.6,36.2,2.79,14.3,7,54.24088389,5.711293942
"Madison Parish, Louisiana",181.9,379,26732,11514,41.4,32.9,36.5,2.55,7.8,16.9,34.2364532,4.463336876
"Morehouse Parish, Louisiana",186.4,457.3,30636,26395,29.4,37.2,41.1,2.5,9.3,8,42.03120513,4.979184013
"Natchitoches Parish, Louisiana",181.5,447.2,34522,39179,31.1,32.2,34.7,2.66,11.5,12.2,40.46070836,3.688606085
"Orleans Parish, Louisiana",193.6,466,35468,389617,27.9,34.7,36.1,2.38,20,10.3,26.74611467,5.131693567
"Ouachita Parish, Louisiana",199.7,480.9,40877,156761,23.6,33.5,35.9,2.55,15.9,8,41.69526781,6.070254725
"Plaquemines Parish, Louisiana",180.7,458.7,51304,23495,16,36.6,36.4,2.7,10.2,4.7,51.06802879,6.549831829
"Pointe Coupee Parish, Louisiana",188.2,507.4,44469,22251,18.3,42,43.4,2.56,9.7,8.3,45.65665826,4.275724276
"Rapides Parish, Louisiana",189,484.9,40406,132141,19.8,35.3,39.1,2.68,11.6,8.6,44.89449176,4.202589635
"Red River Parish, Louisiana",172.2,431.7,33322,8593,25.3,36.8,41.6,2.54,8.7,9.2,41.70064065,10.40892193
"Richland Parish, Louisiana",191.3,456.4,36666,20523,24.9,35.7,40.4,2.59,9.4,9.6,49.86218664,3.43803056
"Sabine Parish, Louisiana",202.5,500.4,39561,24186,21.2,41.1,42,2.6,9.2,10.6,50.00545197,6.366608963
"St. Bernard Parish, Louisiana",233.1,516.9,45615,45408,17.9,32.7,33.3,2.92,9.9,12.2,44.73014782,5.677721702
"St. Charles Parish, Louisiana",190.3,470.8,60751,52812,12.1,36,37.9,2.83,14.9,7.7,50.8948485,6.11124004
"St. Helena Parish, Louisiana",212.5,461.5,35004,10567,24,37.1,41.2,2.59,5.6,14.4,42.29000242,3.087986464
"St. James Parish, Louisiana",201.2,497.4,47477,21567,16.1,36.7,40.2,2.69,10,11,47.51381215,4.363776791
"St. John the Baptist Parish, Louisiana",200.6,460.8,47225,43626,20.8,35.2,36.8,2.83,11.5,9.2,47.21497522,4.727439304
"St. Landry Parish, Louisiana",217.8,530.4,32683,83848,30.1,35.2,37.8,2.68,9,6.1,42.65554216,6.971510409
"St. Martin Parish, Louisiana",198.1,499.7,46713,53835,18,35.5,37.7,2.77,9.4,7.2,50.31750197,6.463878327
"St. Mary Parish, Louisiana",200.6,474,42075,52810,21.8,37.1,38.2,2.58,7.9,12.2,41.74704724,6.284065406
"St. Tammany Parish, Louisiana",177.7,494.5,63441,250088,11.2,38.7,41,2.7,20.3,7.6,55.78754661,5.430602081
"Tangipahoa Parish, Louisiana",207.1,489.9,39927,128755,22.5,33,35.6,2.68,13.4,10.7,45.4565442,3.432793045
"Tensas Parish, Louisiana",142.5,389,27522,4740,32,40.7,47.3,2.48,7.1,15.6,31.95822454,2.925809822
"Terrebonne Parish, Louisiana",213.2,493.1,49044,113972,20.9,34.4,36,2.78,9.8,5.5,47.74235394,5.230870955
"Union Parish, Louisiana",220.2,463.9,38998,22477,22,40.3,43.4,2.6,8.2,7.7,50.46377833,4.316239316
"Vermilion Parish, Louisiana",180.3,529.1,45331,59875,18.3,35.6,37.7,2.69,9.6,8.5,48.38043678,5.605176173
"Vernon Parish, Louisiana",204.5,478.1,46682,50803,13.9,28.8,31.4,2.82,13.6,7.5,55.90180473,7.229203118
"Washington Parish, Louisiana",224.8,536.6,29749,46371,29.1,37.4,41.2,2.54,8.3,15,45.29652352,6.368497812
"Webster Parish, Louisiana",205,485.3,36003,40021,22.2,38.5,43.1,2.51,11,7.6,42.25182366,6.027155315
"West Baton Rouge Parish, Louisiana",182.8,526.7,51550,25490,20.5,34.6,36.7,2.61,14.1,6.5,47.02037259,5.538105472
"West Carroll Parish, Louisiana",195.6,443.2,33959,11293,22.5,37.8,41.4,2.48,6.8,11.9,46.08938547,5.737356566
"West Feliciana Parish, Louisiana",148.2,429,53679,15385,24,40.5,39.9,3.04,14.8,8.5,54.43620557,6.799830004
"Winn Parish, Louisiana",227.5,524.4,36644,14568,26.8,40.1,42.6,2.36,7.9,6.3,49.35606748,4.891661195
"Androscoggin County, Maine",188,478.2,46701,107233,15.4,39.6,41.4,2.34,13.9,7.2,46.16229053,5.235413921
"Aroostook County, Maine",188.2,472.8,36066,68628,20.1,45.6,47.6,2.24,12.1,7.5,50.4167353,5.029215359
"Cumberland County, Maine",173.3,479.6,61436,289977,10.8,40.3,43.3,2.37,27.3,5.4,47.825159,3.772833827
"Franklin County, Maine",167.5,435.2,41035,29991,15.8,44.1,45.6,2.48,16.4,7.7,52.41955916,3.482221569
"Hancock County, Maine",165.4,491.9,45807,54659,12.9,46.2,48.4,2.18,20.1,7.7,49.67789586,5.103569855
"Kennebec County, Maine",193.2,478.4,45556,119980,13.8,43.2,44.6,2.28,15.3,7.7,47.20175728,4.823685961
"Knox County, Maine",169.4,484.9,50002,39855,13.9,45.3,49.2,2.27,20.6,5.7,48.88522854,4.550819672
"Lincoln County, Maine",170.6,436.6,47905,33969,11.7,48.5,51,2.25,18.7,4.2,50.57139016,5.786534285
"Oxford County, Maine",189,477.6,40120,57202,16.1,45.2,46,2.6,11.9,9.2,49.89663252,4.600845561
"Penobscot County, Maine",187.5,507.3,42728,152692,18,39.9,42.8,2.36,15.6,7.8,48.02575315,4.133114215
"Piscataquis County, Maine",194,478.1,36994,16931,20.3,49.5,50.1,2.24,11.9,10.5,48.82454509,6.290471785
"Sagadahoc County, Maine",173.6,451.7,55630,35149,10.5,44.2,46,2.26,20.8,5.7,49.67867575,5.263857504
"Somerset County, Maine",200.2,458.3,39001,51113,17.3,44.2,45.4,2.34,10.7,9.5,48.88990826,4.712136228
"Waldo County, Maine",180.1,484,46598,39155,15,44.3,46,2.26,19.1,7.5,50.29606821,4.975063861
"Washington County, Maine",216.7,501.5,38057,31625,18.5,45.9,47.8,2.18,13.6,9.8,46.79255959,5.793688177
"York County, Maine",173.7,497.7,55482,201169,11.2,42.9,45.2,2.4,20.4,5.9,51.22310568,5.050755137
"Allegany County, Maryland",172.2,519.3,39808,72528,18.5,39,44.1,2.33,9.2,10,45.91512498,4.613602728
"Anne Arundel County, Maryland",176,468.1,86654,564195,6.7,36.8,39.7,2.66,22.5,5.9,53.20651532,5.291115354
"Baltimore County, Maryland",171,472.3,67766,831128,9.8,37.4,40.6,2.56,20.9,6.9,45.91882391,5.073719664
"Calvert County, Maryland",175.2,444.5,92446,90595,7.2,39.8,41.7,2.87,17.4,7.6,57.54132563,3.454078056
"Caroline County, Maryland",185.6,465.1,49573,32579,16,39,40.6,2.7,9.7,8.8,51.23322148,5.404323459
"Carroll County, Maryland",171.1,456.2,84500,167627,5.9,41,43.1,2.73,20.8,4.6,61.33424438,4.31864301
"Cecil County, Maryland",195.5,484.3,62198,102382,10.6,39.5,40.5,2.73,13.9,7.5,54.36451753,4.297102051
"Charles County, Maryland",186.7,420.5,86703,156118,7.2,36.2,38.9,2.84,17.2,6.3,52.66592692,4.693221178
"Dorchester County, Maryland",185.4,481.6,42279,32384,17.5,42,45.1,2.41,12.1,10.4,44.47794949,5.456570156
"Frederick County, Maryland",155.6,435.9,83698,245322,6.5,38.1,40.1,2.68,23.2,5.8,56.5676769,4.557287265
"Garrett County, Maryland",154.8,417.1,47441,29460,12.4,42.8,45.6,2.47,10.2,7,57.15249094,6.553245117
"Harford County, Maryland",169.9,485.5,79403,250290,8,38.6,41.3,2.69,20.2,6.4,56.59293338,6.156408818
"Howard County, Maryland",131.9,418.1,106871,313414,6.1,37.5,39.7,2.78,30.7,4.9,60.23950993,5.158672656
"Kent County, Maryland",180,461.7,53288,19787,13.8,44.2,47.4,2.39,16.4,7.2,48.49160546,4.528650647
"Montgomery County, Maryland",120.1,392.9,97279,1040116,7.2,37,40,2.76,26.6,6.1,53.70241078,5.281994667
"Prince George's County, Maryland",172.7,401.9,71904,909535,10.3,34,37.7,2.86,18.1,8.7,39.11619384,5.044283329
"Queen Anne's County, Maryland",173.8,429.6,80650,48904,7.5,42.7,44.1,2.75,21.6,5.3,62.34448122,5.627462015
"St. Mary's County, Maryland",181.5,423.2,84686,111413,8.6,35.9,36.8,2.79,17.6,4.8,57.53732709,5.419453329
"Somerset County, Maryland",216.5,511.9,38376,25768,25.5,36.2,38.6,2.26,9.1,8.2,37.85330948,5.312389693
"Talbot County, Maryland",161.9,454.6,54836,37512,11.7,48.2,49.6,2.3,18.2,6.7,50.68079601,3.328451604
"Washington County, Maryland",181,457,54606,149585,13.8,39.1,41.9,2.5,12.3,8.5,49.83858598,5.93936457
"Wicomico County, Maryland",204.3,532.1,51927,102370,16.9,34.4,36.7,2.62,16.3,8.8,47.13293141,5.35618844
"Worcester County, Maryland",186.8,499.8,55691,51540,11.9,47,50.2,2.45,18.8,9.9,50.84003273,5.625635809
"Baltimore city, Maryland",226,497.2,41895,621849,23.3,33.3,35.9,2.47,15.3,13.1,24.02463388,5.449538255
"Barnstable County, Massachusetts",163,505,64150,214333,8.9,49.5,53,2.24,23,7,49.56310834,3.521180903
"Berkshire County, Massachusetts",157,464.3,49890,127828,13,44.4,47.1,2.22,17.8,8.9,43.45582911,4.573604784
"Ward County, Texas",189.6,430.5,53244,11721,14,33.1,37.4,2.86,7.9,4.4,50.42492918,7.0703125
"Washington County, Texas",158,424.8,55139,34765,15,37.6,45,2.68,15.4,5.1,52.59370817,5.054495913
"Webb County, Texas",139.1,332.2,37935,269721,32.3,26.8,29.6,3.73,11.9,6,52.84922777,6.921416298
"Wharton County, Texas",173.1,424.5,44110,41486,16.8,35.7,37.9,2.77,9.5,6.6,47.5137372,5.69874932
"Wheeler County, Texas",193.7,434.9,52548,5657,12,38.4,39.7,2.42,13.4,3.9,57.8281727,7.705934455
